Gene,Day -4,Day -3,Day -2,Day -1,Day 0,Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Day 8,Day 9,Day 13
PEAR1,0.497419,0.667993,0.674625,0.569453,0.497201,0.585189,0.294566,0.579519,0.204429,0.644096,-0.0792507,0.0562019,-1.0666,-1.22463,-2.90022
PELO,-0.607027,1.2323,0.899593,1.09471,1.49254,0.582808,0.570122,0.648033,-0.300088,-0.43596,-0.21907,-0.862971,-1.39658,-1.60319,-1.09522
PFKFB3,-0.371494,0.465535,0.340492,0.977484,1.93077,0.980006,0.618515,0.06616,-0.109877,-0.194558,-0.637167,-0.843421,-0.560064,-0.219076,-2.4433
PGD,-0.734534,0.170434,0.799675,0.458525,1.48519,0.922042,1.48088,0.225399,0.306236,0.000665707,-0.240202,-0.917059,-1.20561,-0.651187,-2.10045
PHTF1,-1.08033,0.319892,-0.0122503,0.376896,1.90099,1.69856,1.00427,-0.0287709,0.0298926,0.523293,-0.626034,-0.673977,-1.02337,-1.13327,-1.27579
PIGH,0.955942,1.12683,0.647897,0.356739,0.630482,-0.364174,0.00491501,0.683364,0.228565,0.0448492,-0.00290937,-0.6152,-0.279774,-0.308489,-3.10903
PIK3CB,-0.240457,0.592954,0.259949,0.182159,0.859783,1.37621,1.03821,0.53551,-0.0199345,0.330383,0.497881,-0.489316,-1.31139,-1.23485,-2.37708
PILRA,-1.27309,0.837546,0.363749,0.63082,0.598196,1.10346,1.22314,0.791893,-0.0734944,-0.257427,-0.223391,-0.753683,-0.143853,-0.239019,-2.58485
PKM,-0.933936,-0.383886,0.993307,0.493593,0.534294,0.536331,1.06795,0.859057,0.917643,0.522176,0.330338,-0.52672,-1.09519,-0.914755,-2.4002
PLAUR,0.180421,0.425714,0.530693,0.805294,0.77934,1.01402,1.03606,0.51111,-0.103906,-0.0468938,-0.244071,-0.823946,-0.584469,-0.569252,-2.91011
PLBD1,0.602224,0.74674,0.958382,0.881005,0.933158,0.552255,1.05086,0.31291,-0.0571317,-0.308877,-0.555909,-0.889495,-0.713275,-1.00497,-2.50787
PLBD1-AS1,-0.765238,0.164728,-0.0243879,0.444771,1.26036,1.22048,1.2749,-0.309409,-0.0865413,0.0861355,-0.30676,-0.690094,0.19057,0.310302,-2.76981
PLEK,0.216652,0.382921,1.08765,1.50224,0.299601,0.476683,1.1791,0.388114,-0.329405,-0.582049,-0.00433541,-0.761889,-0.67342,-0.599604,-2.58225
PLGRKT,0.245329,0.531836,0.436381,1.09632,0.702061,1.60172,0.020942,0.387031,0.385166,0.0490415,-0.871956,-1.33439,-0.491572,-0.301995,-2.45591
PLIN3,-0.704197,0.0864807,1.00528,0.834242,1.03878,0.689573,0.915453,0.304248,0.0332141,0.133192,-0.172072,-0.514272,-0.248116,-0.44706,-2.95475
PLK1,0.403269,0.28504,0.575989,-0.464814,0.482562,-0.0506556,0.652372,1.71524,1.31355,0.532765,-0.427076,-0.468313,-1.12727,-1.52929,-1.89336
PLP2,0.354602,1.18959,1.03128,0.712865,0.887883,0.792143,0.826255,0.383937,-0.0733674,-0.16019,-0.662157,-1.18927,-0.91225,-0.933003,-2.24832
PLXDC2,-1.09062,0.148076,0.210836,0.57276,0.891453,0.736401,1.17053,0.740221,0.401411,0.520386,0.147723,-0.327289,-0.433,-0.947575,-2.74132
POR,-0.154416,0.631164,1.1359,1.02254,1.7028,0.583251,0.520384,0.251214,0.114743,-0.094892,-1.09183,-0.415215,-0.966966,-1.39336,-1.84531
PPIF,-0.361431,1.24017,0.895376,1.08392,0.552973,0.831948,0.627414,0.778416,-0.42421,-0.605336,0.250019,-0.929093,-0.73796,-0.822147,-2.38005
PPP1R15B,-1.00545,0.665822,1.38537,0.520899,0.926847,0.805628,0.0867312,0.448245,0.196803,0.326634,-0.463509,-0.962629,-0.0120793,-0.216598,-2.70271
PPP1R3B,-0.0614143,0.556036,0.639995,1.31338,1.57599,1.02798,0.604255,0.143706,-0.250876,-0.102505,-0.24731,-1.31279,-1.18069,-0.755528,-1.95022
PPP1R3D,-1.00427,1.10486,0.767597,1.36915,1.31351,1.0442,0.603001,0.219323,0.0845564,-0.432583,-0.617843,-1.04713,-0.958484,-0.724323,-1.72156
PRKAG1,1.28192,0.68454,0.274032,0.307914,0.739498,0.755142,0.093893,0.609861,0.120316,0.0352064,-0.155797,0.00759499,-0.554691,-1.37342,-2.82601
PRKCD,-0.47544,0.273934,0.751622,0.56868,0.857128,1.10324,1.46919,0.412062,0.0576542,0.0481315,-0.0476226,-0.945559,-0.728258,-0.805078,-2.53968
PRKCI,1.23947,0.568742,0.823675,0.254486,0.424881,0.492587,0.387958,0.445105,0.269168,0.450339,-0.658511,-0.934252,0.0417331,-0.95366,-2.85172
PRMT5,0.408528,1.19843,0.732288,0.564328,0.929012,0.695864,0.364597,0.438946,0.152202,0.116683,-0.728225,-0.634052,-1.01575,-0.454925,-2.76793
PROK2,-0.766081,0.122303,0.60549,1.459,1.75008,1.37625,0.600507,-0.506721,-0.339205,0.0672611,-0.524441,-0.985133,-0.593137,-0.410629,-1.85555
PRRG4,-0.251962,-0.108526,0.523272,0.816494,0.371517,1.19147,1.15324,0.935605,0.477613,0.469907,-0.449412,-1.3501,-0.593033,-0.780508,-2.40558
PSMA4,-0.107848,0.860847,0.0776611,1.18135,1.5116,0.931426,0.329135,0.252918,-0.145694,-0.411929,-0.336565,-1.1975,0.00883774,-0.377379,-2.57686
PSMA6,1.09083,0.884383,0.148109,0.805696,1.30261,0.790827,0.386425,0.130026,-0.211897,-0.284048,-0.876365,-0.75942,-0.252071,-0.491901,-2.6632
PSPH,1.05871,0.0455804,0.84853,0.409474,0.964496,1.01012,0.112262,0.481177,0.424978,0.18566,-0.568715,-0.472398,-0.522335,-1.33695,-2.64059
PTGFRN,0.450835,0.992911,0.468006,-0.232418,0.100139,0.430744,0.303073,0.340875,0.294164,-0.321389,0.344984,0.704396,-0.00443658,-0.551485,-3.3204
PTGR1,-0.146559,-0.876801,0.621519,0.988072,2.15833,1.11009,-0.209244,0.0664219,-0.186619,0.0340211,-0.426939,0.164808,-0.301942,-0.76062,-2.23454
PTGS1,0.779626,0.447818,0.750665,0.484555,0.16945,0.973475,0.801466,0.0853032,-0.188234,0.646488,0.564748,-0.355699,-1.08701,-1.59266,-2.48
PTPN12,-0.197074,0.456115,0.54904,0.52461,1.07108,1.13598,0.795758,0.253944,-0.141332,0.197437,-0.0234702,-0.283916,-0.644279,-0.692948,-3.00095
PXK,-0.171719,0.521952,0.906321,0.355626,1.09146,0.75141,1.21581,0.295772,0.162899,0.226366,-0.224655,-0.541162,-0.725638,-1.22016,-2.64427
PXYLP1,-0.759143,1.46456,0.756343,0.600023,1.39863,0.76866,0.712057,0.527681,-0.488826,0.338988,-0.512145,-1.42299,-0.96708,-0.699684,-1.71707
QPCT,-0.0821585,0.203008,0.70408,0.817768,1.01001,1.01292,1.07894,0.532966,0.283233,0.140865,-0.323794,-1.36829,-0.637526,-0.936203,-2.43582
QSOX1,-1.46523,0.0279133,1.0608,0.773897,1.24189,0.59355,0.862915,0.377769,0.356781,0.0687649,-0.251817,-0.395392,-0.478914,-0.178064,-2.59487
RAB10,0.532271,0.631762,1.02142,0.752887,1.35426,0.365079,0.59973,0.849882,-0.0690201,-0.713408,-0.656986,-0.841693,-0.604907,-0.759133,-2.46215
RAB19,0.579387,0.705641,0.775769,1.13849,1.37037,0.136817,0.300576,0.203581,-0.114302,-0.0848769,-0.770671,0.284664,-0.779769,-1.19398,-2.55169
RAB20,-0.522905,0.108444,0.979903,1.56944,1.50764,0.887971,-0.408223,0.106798,0.0881451,-0.231174,-0.890967,-0.403036,0.24207,-0.688518,-2.34559
RAB27A,-0.448842,-0.20636,0.827755,0.195227,1.00859,0.95086,1.15582,0.331169,0.659143,0.486425,0.0178042,-0.369152,-0.963185,-1.02066,-2.6246
RAB31,-1.1845,-0.255663,0.701956,0.812559,1.22967,1.09456,1.48418,0.409447,0.0152903,0.191243,0.0354035,-0.301136,-1.07852,-1.45342,-1.70107
RAB33B,0.232483,0.650814,0.686674,0.871758,1.28683,0.984495,0.416407,0.180535,0.108781,-0.333014,-0.83537,-0.888052,-0.308461,-0.28349,-2.77039
RABGEF1,0.335766,0.419334,0.974255,0.16143,1.53132,1.41598,0.288544,0.0621154,-0.351536,0.276727,-0.101083,-0.788538,-1.52193,-0.485397,-2.21699
RALB,0.0934135,0.618241,0.842363,1.29213,1.22668,1.52154,0.71675,-0.199919,-0.58667,-0.437422,-0.393724,-1.06326,-0.850177,-0.91646,-1.86349
RAP2C,0.0826266,1.35304,0.632818,1.29868,1.13674,0.960024,0.264898,0.37834,-0.517506,-0.583878,-0.8811,-1.42639,-0.719131,-0.0533691,-1.92579
RBM11,-0.864914,1.88517,0.411246,0.683648,0.795815,0.411904,-0.0619904,1.33823,-0.713557,-0.159239,-0.658871,-1.03992,0.0476111,0.0250888,-2.10022
RBP7,-0.669455,0.50345,0.797685,0.845096,0.614351,0.56002,0.4061,0.518984,0.0144297,0.130352,0.159566,-1.42711,0.439559,0.0308582,-2.92388
REL,-0.0224793,0.869499,0.420707,0.370139,0.414665,0.760616,1.1088,1.02528,-0.357064,0.20951,-0.00507311,-0.0669165,-1.09054,-0.839091,-2.79806
REM2,-0.66155,1.5883,0.70727,0.705536,0.526688,0.995433,0.647981,0.79867,-0.131856,-0.000893608,-0.285348,-1.14605,-0.539974,-0.939418,-2.26479
RGS19,-0.885723,0.811845,1.17024,1.26759,0.955142,0.955001,0.67598,-0.210581,-0.216284,-0.508685,-0.364339,-1.21784,-0.652723,0.399284,-2.17891
RHBDF2,0.0981976,0.747742,0.443635,1.32477,1.25224,1.0948,0.579993,-0.112489,-0.344853,-0.111594,-0.646573,-0.382023,-0.97968,-0.40611,-2.55805
RHOT1,0.248081,0.652146,0.320381,0.86202,1.64571,1.48531,0.645504,0.0577627,-0.218756,-0.27997,-0.490368,-0.948581,-0.722965,-1.28025,-1.97603
RIC1,-0.37976,0.41437,0.441726,-0.263083,1.20821,1.00308,1.0291,0.520329,0.424635,0.473062,0.42286,-0.405369,-1.25857,-1.22274,-2.40784
RILPL2,-0.408919,1.28778,1.06482,0.726973,0.760815,1.12594,1.02609,0.250863,-0.394219,-0.164384,-0.519294,-1.23442,-0.748515,-0.622792,-2.15074
RIT1,0.092903,1.16706,0.685565,0.980201,0.986029,0.866389,0.832366,-0.0875968,-0.380968,-0.460497,-0.179993,-0.784285,-0.537267,-0.488617,-2.69129
RMI1,0.0457663,0.869882,1.06902,0.601777,1.12613,0.958794,0.273402,0.589466,-0.192859,0.109386,0.11111,-0.616734,-1.70191,-1.10733,-2.1359
RNF135,0.588341,0.589944,0.747834,0.753745,0.943238,0.547831,0.28469,0.328217,0.350739,-0.0990914,-0.441361,-0.381486,-0.481092,-0.614176,-3.11737
RNF144B,-0.43937,0.760457,0.230604,-0.0462257,1.09513,1.15974,0.97176,0.233746,-0.212861,0.315748,0.153308,-0.624468,-0.139291,-0.489707,-2.96857
RNF169,-1.03827,1.10138,0.122391,1.01507,0.971444,0.942105,0.806783,0.439324,-0.270055,0.281582,0.351083,-0.159231,-1.03009,-1.32877,-2.20475
RNF19B,-0.832169,0.727836,0.8107,1.12093,0.795823,1.47064,0.897501,0.542343,-0.318823,-0.25621,-0.639916,-1.07094,-0.584287,-0.508234,-2.1552
RNF208,-1.17378,-0.0777427,0.582079,1.04005,0.324092,1.19668,1.73748,0.0885723,-0.091736,0.419185,-0.233239,-0.544645,-0.456807,-0.420327,-2.38986
RNF24,-0.75798,0.453579,-0.0843337,0.559834,1.08874,1.46867,1.019,0.35468,-0.199585,0.0620305,-0.323055,-0.744694,-0.204024,0.0717999,-2.76466
RP2,0.889812,0.170116,0.276591,0.787961,1.28576,1.20414,1.11454,0.349482,-0.0963551,-0.295999,-0.4923,-0.948172,-0.847766,-1.32146,-2.07634
RRAGD,0.19838,0.467133,0.421215,0.751482,0.498885,0.904368,0.74975,0.536914,-0.0187607,0.122493,0.223892,-0.741252,-0.300418,-0.661188,-3.1529
RRBP1,-1.07307,0.398524,0.839991,0.714749,1.0037,0.421604,0.758321,0.600022,1.20462,0.679636,-0.5422,-0.474971,-1.72719,-1.45998,-1.34376
RRM2,0.0167336,0.866436,0.680819,-0.155989,0.208806,0.0929387,0.897575,1.47704,1.31642,0.276122,-0.380132,-0.596872,-1.45977,-1.74565,-1.49448
RSBN1,-0.170541,1.21784,0.813088,0.891666,1.44932,1.12247,0.38914,-0.306642,-0.166984,-0.304036,-1.15506,-0.600404,-1.97979,0.0967547,-1.29683
S100A12,0.411559,0.255009,0.349076,0.973774,1.13476,0.819676,0.755474,0.207538,-0.148383,-0.150137,-0.587676,-0.88565,0.0876788,-0.242545,-2.98016
S100A8,0.569,0.791863,0.274709,0.777658,1.19333,0.842006,0.700603,0.158989,-0.105332,-0.462387,-0.42952,-0.825226,-0.197386,-0.382409,-2.9059
S100A9,0.62078,0.630375,0.750668,1.23271,1.02098,0.660288,0.695833,0.457246,-0.327217,-0.279774,-0.43439,-1.00892,-0.71707,-0.754534,-2.54697
SAMD8,-0.132742,0.147519,-0.12743,0.219228,1.10196,1.93544,0.717277,-0.272945,-0.18433,0.518111,0.190189,-1.05196,-0.827874,0.248436,-2.48088
SBF2,-1.12384,0.38408,-0.134397,0.347863,1.22528,1.46575,1.37047,0.54734,-0.072125,0.257196,-0.190394,-0.793536,-0.30449,-0.666481,-2.31272
SBF2-AS1,0.42339,0.459011,0.548662,1.07282,1.29444,0.995061,0.685052,-0.417272,-0.454043,0.173333,-0.785178,-0.190769,-0.0844895,-1.14119,-2.57883
SCN1B,0.337017,0.348842,0.506602,1.20813,1.11206,1.48465,-0.0569632,0.012102,-0.328536,0.11509,-0.0296414,-0.564954,-2.33139,-0.170238,-1.64276
SCN9A,-0.0759094,0.205096,1.00379,0.834914,1.60078,0.784586,0.328422,-0.0218977,-1.35477,-0.353717,0.385049,-0.333464,0.576548,-1.82527,-1.75416
SCPEP1,-0.569913,0.224823,1.22356,0.548103,1.08572,0.750606,1.10039,0.165272,0.206072,0.313698,-0.0878291,-1.10931,-0.528009,-0.748634,-2.57456
SCRN3,0.189695,0.943468,0.273719,0.739429,0.994688,0.588011,0.0167608,0.646247,0.214206,-0.331423,0.380492,-0.596224,0.227756,-1.50983,-2.77699
SCYL3,-0.453788,0.979998,0.921664,1.16039,1.51001,1.11255,-0.0239071,0.385094,-0.178585,-0.413469,-0.0792089,-0.985842,-1.29203,-0.761003,-1.88188
SEC11C,0.135804,0.102928,0.536638,0.643709,0.525748,0.187399,0.313765,1.47373,0.912577,0.813064,-0.325367,-1.1692,-0.608962,-1.03712,-2.5047
SEC61A1,-0.105486,0.4394,1.30026,0.169727,0.325931,0.165191,0.407263,1.48851,1.2336,0.341625,-0.608515,-0.976042,-1.4775,-0.735098,-1.96887
SEL1L,-0.0170738,0.131129,0.756742,-0.0642555,0.356375,0.700453,1.21144,0.721676,0.989815,0.735477,0.0957183,-0.431198,-1.51718,-1.67509,-1.99403
SELP,0.536495,0.117326,0.300548,0.357157,0.549605,1.30044,0.985688,0.258894,-0.0583976,0.633283,0.313024,-0.694219,-0.581105,-1.28427,-2.73446
SELT,0.119691,0.541025,0.436939,1.13501,0.789045,0.469866,0.386122,0.421676,0.236308,0.15332,0.0721305,-1.32461,-0.130423,-0.288814,-3.01728
SEPHS2,-0.578423,-0.0787026,0.684494,1.28154,1.03487,0.684853,0.526613,0.315409,0.586639,0.366341,-0.607106,-1.12985,-0.411716,0.0338099,-2.70877
SERPINA1,-0.0546941,0.718621,0.132079,0.700998,1.41103,1.47418,0.846606,0.100755,-0.253402,-0.381848,-0.327896,-0.77339,-0.815715,-0.239136,-2.53819
SERPINB8,0.572698,0.857379,1.39934,0.457722,0.845894,0.380933,0.954096,0.288236,0.132249,-0.313724,-0.541786,-0.466227,-1.013,-1.08864,-2.46518
SFT2D1,-1.24937,0.560974,-0.117473,1.52963,1.20682,0.811309,0.244602,0.512995,-0.0167163,0.347092,0.00494254,-1.17417,0.162408,-0.456915,-2.36613
SGK3,-1.25812,1.03026,0.840089,0.17541,0.494136,0.686063,0.496441,0.489428,0.146988,0.588807,-0.296332,-0.174852,-0.0756237,-0.159318,-2.98338
SH2B2,-1.47198,0.364501,0.474013,0.604484,1.09509,0.922125,0.525857,0.845809,-0.0955538,0.10026,-0.223849,-0.498309,0.230333,-0.100015,-2.77277
SH3GLB1,0.2476,0.677143,0.343185,0.943376,1.67801,1.17444,0.661754,-0.016039,-0.0322742,-0.115647,-0.423683,-0.819074,-0.943376,-1.2474,-2.12802
SIGLEC5,0.353517,0.82803,0.536552,1.00429,0.950002,1.1623,0.652051,0.441975,-0.116046,-0.284724,-0.452476,-1.20602,-0.976756,-0.415022,-2.47768
SIPA1L2,-0.462849,0.55991,-0.0832859,0.485406,1.34847,1.38963,0.916928,-0.120743,-0.100104,0.147421,-0.239103,-0.545312,-0.314281,-0.132102,-2.84999
SLA,0.269982,1.16417,-0.103281,0.546929,1.91921,0.700004,0.749993,-0.218989,-0.461162,0.23831,-0.778897,-0.535969,-0.551134,-0.549869,-2.38929
SLC16A14,0.299026,0.031435,-0.120344,0.308504,-0.394318,0.93777,0.484867,1.30829,1.76486,0.731308,-0.465606,-1.14827,-2.00855,-0.635868,-1.0931
SLC16A3,0.34478,0.851401,0.900985,0.909448,0.960812,0.575297,0.654801,0.248453,-0.19601,-0.280651,-0.133608,-0.928945,-0.66418,-0.381034,-2.86155
SLC16A5,-0.672171,0.336031,0.501452,0.457099,0.867807,0.714955,0.179193,0.5269,-0.0781967,-0.0903865,0.191467,-0.478117,0.446984,0.379858,-3.28287
SLC22A15,-0.611562,0.938504,-0.136783,0.167159,1.30717,1.85553,1.21947,0.0683248,-0.166081,-0.29552,-0.418063,-1.11865,-0.041954,-0.799556,-1.96798
SLC22A4,-0.574559,0.137361,-0.178877,0.862204,1.2722,1.3371,0.408627,-0.383103,-0.140777,-0.0539979,-0.306446,-0.715627,0.686691,0.451271,-2.80207
SLC26A8,0.741556,0.867395,0.675204,0.848236,1.09933,0.980839,0.510899,0.0923423,-0.101357,-0.247794,-0.572989,-0.873306,-0.571862,-0.816918,-2.63157
SLC2A3,-0.327644,0.0962711,0.260219,0.919579,1.66856,1.27621,1.05145,0.457965,-0.0684105,-0.080854,-0.542717,-1.24609,-0.660246,-0.689571,-2.11472
SLC36A1,-1.58997,0.59188,0.469252,0.114851,1.68565,1.38297,1.02339,0.198916,-0.730765,0.157203,0.278827,-1.16665,-0.188193,-0.597062,-1.63031
SLC37A3,-1.61828,0.520836,0.36277,0.685558,1.64194,1.16896,0.900416,0.0869473,0.239142,-0.0204661,-0.567607,-0.593625,-0.454232,-0.195804,-2.15655
SLC39A7,0.199313,0.417561,0.990936,0.547672,0.926613,0.568398,-0.19129,1.46086,0.953238,-0.198363,-0.278723,-0.980455,-0.809805,-1.74202,-1.86393
SLC40A1,0.1283,0.531584,0.818404,0.810616,0.765916,1.02066,1.18056,0.341934,-0.011616,0.064178,0.178301,-1.05048,-1.28602,-1.33175,-2.16058
SLC44A1,0.560971,0.624209,0.743091,0.460359,0.650484,0.521636,0.684172,0.745906,0.748532,0.385682,-0.153298,-0.946636,-1.15108,-1.5162,-2.35782
SLC4A1AP,-0.0275829,0.527268,0.99875,0.835669,1.30727,0.830941,0.899776,0.570914,0.130191,-0.376348,-0.329385,-1.00257,-0.753258,-1.55199,-2.05964
SLC7A11,-0.550332,0.305089,1.36833,0.803466,0.999125,0.951763,0.670291,-0.048919,0.149102,0.503915,-0.510493,-0.628963,-1.25889,-0.276204,-2.47728
SLC9A1,-1.47251,1.01613,1.251,0.990651,0.688855,0.84867,0.61528,0.636965,-0.283473,-0.0261006,0.496152,-0.794052,-1.52227,-1.15564,-1.28965
SLED1,-0.219092,0.491499,-0.161404,0.595955,1.77966,1.33685,0.678158,0.0764535,-0.0438743,0.0237648,-0.400269,-0.770196,-0.532247,-0.245742,-2.60951
SLMAP,-0.549414,0.654844,-0.151946,0.650674,1.55213,1.11469,0.958342,0.472542,-0.0170072,0.294842,0.130801,-0.626237,-0.833604,-1.52998,-2.12067
SMARCD3,0.628152,0.320075,0.63341,0.276612,0.559809,1.29116,0.806759,0.625881,0.0301465,0.0282682,-0.820994,-0.714072,-0.697615,-0.0826227,-2.88497
SNAR-D,0.15081,1.51053,0.493145,0.999756,0.341749,1.43186,-0.473119,-0.19349,-0.886738,-0.12319,0.523497,-0.362832,-0.396529,-0.479693,-2.53575
SNORD113-3,0.673586,1.45718,0.0381828,0.366232,-0.0459323,0.576112,0.7666,-0.27915,0.51062,-0.548043,0.74822,0.263389,-0.76191,-1.03728,-2.72781
SNX11,-0.278238,0.552593,0.413863,0.820442,0.641684,0.861595,0.310245,0.509616,0.0783022,-0.0485591,0.107818,-0.829975,-0.0392057,0.145004,-3.24518
SNX12,-0.251808,1.23745,1.16361,0.591675,0.776739,0.727063,0.644024,0.506362,0.061117,-0.0672125,-0.174013,-1.37694,-0.738162,-0.651595,-2.4483
SNX20,-0.169906,0.352367,0.697749,1.13162,1.23229,1.09706,0.98138,0.530939,0.111199,-0.535694,-0.937655,-1.1389,-1.01792,-0.198844,-2.13569
SOCS3,0.295354,0.721786,0.921757,1.24373,1.64434,0.709294,0.516594,-0.17406,-0.379855,-0.633222,-0.504158,-0.752603,-0.673847,-0.641774,-2.29334
SORT1,-1.32357,0.0892706,0.425632,0.21972,1.23733,1.09914,1.20682,0.229383,0.0558872,0.0285053,-0.118791,-0.0791595,0.0111069,-0.31773,-2.76355
SP3,-0.419045,0.775626,0.239715,1.3276,0.492735,0.832414,0.591442,0.54273,0.112884,0.645023,0.283471,-1.32048,-0.357045,-1.41407,-2.33299
SPATA5L1,-0.311747,0.440738,0.860364,1.03139,1.26469,0.743831,0.00709585,0.285399,-0.104254,0.404286,-0.0178708,-0.719454,-0.411379,-0.558053,-2.91504
SPOPL,-1.30889,0.638726,-0.138606,0.669995,1.02119,1.81382,1.4213,0.557558,-0.0974417,-0.216908,-0.414265,-1.66188,-0.655526,-0.827701,-0.801362
SPRR2C,-0.548838,2.02616,0.529968,0.197741,1.22741,0.0195165,0.725721,-0.0634486,1.01434,-0.686618,-1.26025,-1.50928,0.137327,-0.57859,-1.23116
SPTLC1,0.524445,-0.293499,0.782427,0.939176,0.810639,0.571593,0.629981,0.332451,-0.0549297,-0.0925896,0.448562,-0.606286,0.391674,-1.79726,-2.58639
SQLE,-0.639926,0.387121,1.59705,0.687003,0.85783,-0.0207313,1.05368,0.483476,0.909835,-0.143923,-0.585561,-0.511467,-0.523031,-1.38504,-2.16631
SRA1,-0.151759,0.307131,0.44182,0.813251,1.03788,0.916829,0.972772,0.502162,0.109176,0.0709966,-0.349459,-0.644665,-0.0510811,-1.13546,-2.83959
SRL,-0.0218471,1.14229,0.902202,0.425759,0.402417,0.304904,0.757427,-0.474513,0.409036,-0.331168,-0.248702,0.447633,-0.869656,0.205132,-3.05092
SRM,0.377017,0.299,1.03348,0.606752,0.449829,0.292638,0.502085,1.34957,1.10312,0.220409,-0.865096,-0.674943,-1.34497,-1.46835,-1.88053
SRP14-AS1,0.204924,1.75304,0.545093,1.30478,-0.53557,0.449673,-0.0350303,0.698832,0.361008,-0.707473,-0.611267,-0.520077,-0.11479,-0.230875,-2.56226
SRP54-AS1,-0.769808,0.557613,0.521579,1.28486,1.55016,1.04018,0.193721,0.0808436,-0.159237,0.112326,-0.25137,-0.375375,-0.107741,-1.2786,-2.39916
SSFA2,0.212745,0.498703,0.38276,0.856717,1.20108,1.80746,0.859439,0.0394634,-0.655942,-0.256671,-0.246489,-0.688136,-0.632451,-1.34458,-2.03409
ST20,-1.62235,0.666755,-0.441995,0.424037,1.58077,1.80247,0.737215,0.635824,0.217239,-0.49515,-0.0325225,-0.742932,-0.577864,-0.652088,-1.49941
ST3GAL4-AS1,-0.367404,0.127474,0.605365,0.878333,1.8755,1.51277,0.141062,0.0583625,0.152959,0.0914766,-0.398721,-0.390093,-1.3825,-1.00006,-1.90452
STAB1,-1.14884,0.558383,0.465715,1.0239,1.14095,0.660009,0.501862,0.170596,0.0862334,0.0164399,-0.125839,-0.32905,-0.161475,0.126242,-2.98512
STAT3,0.231461,0.741516,1.16051,0.793615,1.15527,0.990885,0.709678,0.0900192,-0.299368,-0.525882,-0.11883,-0.552247,-1.10081,-0.822677,-2.45313
STAU2,0.137527,0.250218,1.43469,1.21747,0.604002,1.67634,0.155898,-0.364827,-0.00196174,-0.0324231,-0.36077,-0.459231,-0.793673,-1.53606,-1.92719
STK17B,0.698124,0.365467,0.233079,0.72802,1.21257,0.607053,1.06447,0.361336,0.411732,0.541613,-0.756723,-1.10595,-0.638725,-1.63886,-2.08321
STS,-1.03513,0.691839,1.53455,0.430658,1.15215,1.20707,1.15801,-0.127564,-0.0976027,-0.062955,-0.245481,-1.39923,-0.744028,-0.956152,-1.50613
STX10,-1.05028,0.208243,0.46676,0.188995,0.862376,1.02502,0.936147,0.544546,0.127887,0.291483,0.211534,-0.457164,-0.107509,-0.211364,-3.03668
STX11,0.515772,0.417188,0.775386,1.15896,1.42977,1.44718,0.715735,-0.438176,-0.520481,-0.620212,-0.940968,-1.20285,-0.443737,-0.454768,-1.83879
STXBP3,-0.00950091,0.825027,0.0290511,0.813111,1.08889,1.11907,0.538304,0.59709,-0.441122,0.0699461,-0.138609,-1.4465,0.112778,-0.514768,-2.64277
SUFU,0.55332,0.657429,1.28894,0.316978,0.116099,0.705225,0.2105,0.714523,0.116279,0.279007,0.363309,-0.727652,-1.17664,-0.600107,-2.81721
SULT1C4,0.206263,1.32799,0.163551,1.27813,1.40893,1.01239,0.00912832,-0.991871,-0.227424,-0.620144,0.149643,-0.288753,-0.00020011,-1.46558,-1.96205
TAF12,-0.0289416,0.704231,-0.0654474,0.841728,0.864254,0.695588,0.826767,0.956889,0.191751,0.0527739,-0.0411496,-1.18275,-0.417437,-0.565111,-2.83315
TANK,-0.90328,1.15277,-0.579809,0.439941,1.48498,2.15422,1.00276,-0.157261,-0.803099,-0.470381,-0.25703,-0.932396,-0.426999,-0.771989,-0.932432
TBC1D2,0.32709,0.754553,0.950972,0.776294,0.621776,0.615568,0.870126,0.552818,-0.0240988,-0.284427,-0.310015,-0.607089,-0.914151,-0.426946,-2.90247
TBC1D8,0.209431,0.361552,0.688458,1.17277,1.95804,1.29557,0.26063,-0.706896,-0.564746,-0.266416,-0.459459,-0.871396,-0.411054,-0.696216,-1.97027
TDP2,-0.328262,0.928575,-0.0686751,0.859327,0.90182,1.44666,0.885344,0.797881,0.0942549,0.00664371,-0.055881,-1.26978,-1.08121,-1.16468,-1.95202
TDRD9,-0.832488,0.0645993,0.390244,0.690691,1.52929,1.48268,1.12207,0.616761,0.184732,0.0635199,-0.555634,-0.993433,-0.881286,-1.0986,-1.78314
