Gene,Day -4,Day -3,Day -2,Day -1,Day 0,Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Day 8,Day 9,Day 13
LOC101929517,-0.138737,0.552577,0.613645,0.125039,0.163406,0.771413,-0.0371976,-0.0803434,-0.191478,0.0529581,1.02785,0.484302,0.582046,-0.682189,-3.24329
LOC101929707,-0.712585,0.739652,1.20973,0.624314,1.30635,1.1375,0.430797,-0.125596,-0.301407,0.169449,-0.859766,-0.0291394,-2.52255,-0.311724,-0.755018
LOC102546294,-0.0155879,1.04182,0.681264,1.15556,1.51618,1.09692,0.296251,-0.0238653,-0.431162,-0.103667,-0.279286,-0.821257,-0.788301,-1.20052,-2.12434
LOC102723340,-0.357889,1.06716,0.691702,1.23335,0.805966,1.04031,0.294918,0.601281,0.143112,0.0571865,-0.219777,-1.41254,-0.773745,-0.929997,-2.24104
LOC102723779,-0.461281,1.14059,-0.276678,1.01186,2.01551,1.06874,0.335687,-0.205439,-0.221679,-0.130495,-0.186405,-0.316381,-0.90828,-0.764203,-2.10154
LOC102724231,0.402779,0.733657,0.47743,1.12138,1.4824,1.19903,0.613333,0.00248001,-0.162759,-0.329627,-0.567044,-1.18507,-0.752864,-0.897531,-2.13759
LOC102724233,-1.11595,0.295417,0.476211,0.0618389,0.661334,0.551022,0.313499,1.54905,0.768791,1.1772,-0.135101,0.0408247,-1.46728,-1.55655,-1.62032
LOC102724897,-0.435063,1.21422,0.340694,0.97137,1.57786,1.34285,1.03998,-0.0467941,-0.78664,-0.273415,-0.55987,-1.33989,-1.07568,-1.00704,-0.962587
LOC102724955,-1.6123,0.608967,0.512032,1.40514,1.17842,1.20912,0.5335,0.628621,0.00384328,-0.533541,-0.4851,-0.679743,-0.242338,-0.545694,-1.98093
LOC102724957,0.564702,0.42775,0.216122,0.795872,0.38491,1.0944,0.209095,0.450778,0.00514308,-0.613142,0.521133,0.24826,-1.14252,-0.1304,-3.03211
LOC102725228,0.618259,1.51218,0.511736,0.632594,1.22812,0.215977,0.46862,0.219995,-0.944971,-0.546845,-0.118239,-0.189102,-0.884334,-0.114549,-2.60944
LOC105369300,1.10116,0.497864,0.663462,0.510389,0.98279,-0.45344,0.682923,0.315176,0.35275,-0.205387,-0.898341,-0.417251,0.311147,-0.511415,-2.93183
LOC105369723,0.150121,0.361096,-0.42111,0.792701,0.686045,2.0471,0.513902,0.401007,0.469448,0.383669,-0.579971,-0.887541,-1.19464,-0.544764,-2.17706
LOC105369725,-0.259464,0.447967,-0.0290137,0.147552,0.803896,1.06984,0.601014,0.289604,0.558003,0.92495,0.312722,-1.38701,-0.419438,-0.221615,-2.83901
LOC105369748,-0.427428,1.40329,-0.151676,1.35107,0.757092,1.78683,0.0188562,0.57754,-0.0406871,-0.621836,-0.703321,-0.545519,-0.405366,-1.67034,-1.3285
LOC105369863,0.909426,-0.408902,-0.0447357,0.870974,0.649461,0.248368,0.486132,-0.152417,-0.163868,0.574034,0.285566,0.235313,-0.957513,0.589732,-3.12157
LOC105370359,-1.22966,1.03164,0.585079,0.947399,1.00381,0.894116,0.691576,0.464352,0.0716545,0.218594,0.0415785,-0.258552,-1.07451,-1.11449,-2.27259
LOC105370522,-0.810809,0.272258,0.55214,1.04966,0.660148,0.880807,0.529303,-0.275492,-0.647253,0.568356,-0.124468,-0.113452,0.693438,-0.236826,-2.99781
LOC105370526,0.68484,1.23073,0.0285228,0.595725,1.38176,1.27934,-0.513936,-0.207932,-0.65748,0.0998258,-0.439306,-0.752637,0.458672,-0.783805,-2.40433
LOC105370561,-0.0341695,0.618581,-0.158844,1.11897,1.49585,1.31681,0.415265,0.196485,0.0877048,-0.0392027,-0.225893,-0.261933,-0.939636,-1.20321,-2.38678
LOC105370700,-1.38457,0.656702,-0.0233482,0.566815,0.702567,0.507327,0.545865,1.0593,0.716654,0.713863,0.407678,-0.519287,-1.46777,-2.35125,-0.130543
LOC105370791,-0.364141,1.00671,0.624681,0.424328,0.583877,0.773506,-0.440086,-0.763788,0.650131,0.102427,0.0892924,0.592205,0.362545,-0.593415,-3.04827
LOC105370943,0.398297,0.010918,-1.49343,0.894248,0.841021,1.46255,0.898889,0.600298,0.181722,-0.024665,0.129212,0.115649,-1.04588,-0.699583,-2.26925
LOC105371634,0.893189,0.60745,0.319054,-0.215516,-0.150005,0.140467,0.582891,0.119013,0.118698,-0.65672,0.804853,0.116134,1.1691,-0.826696,-3.02191
LOC105371892,-0.0158259,0.428383,1.67805,1.04913,0.991723,-0.40746,0.507599,0.754991,-0.372283,0.556041,-0.399105,-0.423562,-1.1179,-1.03583,-2.19394
LOC105371912,0.517968,-0.228121,0.173327,0.796662,0.381028,0.422723,0.372775,0.575466,0.257181,-0.347489,0.489807,-0.086587,-0.694379,0.665362,-3.29572
LOC105372578,-0.284725,1.21385,0.881967,0.964385,1.29985,0.894168,0.940944,0.0944057,-0.122107,-0.210391,-0.724633,-1.12002,-1.40662,-0.660067,-1.76101
LOC105373211,-0.735208,1.2668,0.850641,1.10961,0.953525,1.11964,0.711329,0.174028,0.0207898,-0.250663,-0.116982,-0.826082,-1.1127,-1.26968,-1.89505
LOC105373835,1.21487,-0.0385817,-0.0458007,0.941875,1.58322,0.465358,1.01127,-0.518041,0.248419,0.320593,-1.419,-1.08443,-0.0125311,-0.738661,-1.92857
LOC105373836,-1.14751,0.366822,-0.511209,0.222851,1.53422,1.90529,1.28455,0.0523675,0.555088,-0.0679008,-0.747513,-0.657609,-0.497668,-0.685926,-1.60585
LOC105374171,-0.426608,0.562007,0.495523,1.14502,0.516029,0.537723,0.918732,1.07603,0.56912,0.477433,-0.877192,-1.23746,-0.353254,-1.14465,-2.25845
LOC105374264,0.104295,0.676844,0.896316,1.15535,1.2787,1.09367,0.720831,0.404737,-0.12747,-0.541944,-0.706072,-1.17922,-0.873567,-0.857996,-2.04447
LOC105374653,1.08931,0.317118,0.269128,-0.43178,0.851253,-0.37165,0.641759,0.359467,-0.400613,0.708847,-0.0322886,-0.362929,0.646598,-0.151591,-3.13263
LOC105374676,1.17576,0.242977,0.740535,0.566708,0.479864,0.219517,0.545187,-0.273384,-0.0513488,-0.968984,-0.873497,-0.364914,0.617984,0.802722,-2.85912
LOC105375494,-1.07499,1.47688,0.863483,1.09432,1.01965,1.10185,0.367556,0.275001,-0.361601,-0.623406,-0.36332,0.144053,-1.27403,-0.842584,-1.80287
LOC105375666,-0.332743,1.2857,-0.787729,-0.0686706,1.77718,1.28134,0.585902,0.0647203,0.164779,-0.0165272,-0.707189,-1.12209,0.607548,-0.829875,-1.90235
LOC105375774,0.938141,0.0791588,0.943695,0.583124,0.242591,0.864789,-0.123995,0.0508105,0.793764,-0.477644,-0.229114,0.567368,0.137966,-1.82796,-2.54269
LOC105375845,0.35233,0.315693,0.658987,0.953666,0.722219,0.385356,0.752882,0.191852,0.401733,-0.29548,-0.82088,-0.247735,-0.0790079,-0.10451,-3.18711
LOC105376196,0.0699023,0.844768,1.77697,0.457184,0.980811,0.735039,0.316976,0.0085671,0.107007,-0.292918,-0.866572,-0.806675,0.159583,-1.1557,-2.33495
LOC105376351,0.0964535,1.06733,1.2533,1.2122,0.471523,0.247999,0.759888,-0.695366,0.182318,-0.636544,0.186536,-0.724984,-0.805484,-0.00387501,-2.6113
LOC105376517,-0.887407,0.333545,0.49271,0.535515,1.13589,0.836108,1.02489,0.418032,0.296239,0.366632,-0.146863,-1.01479,-0.143094,-0.442511,-2.80489
LOC105376544,-1.15821,0.64256,-0.083943,0.993309,1.51556,1.65026,0.901143,0.0801735,-0.183793,0.198536,-0.234227,-1.18007,-0.482714,-1.07877,-1.57981
LOC105376568,0.816384,0.621905,0.33713,0.542371,0.662808,0.886596,0.712424,0.679627,0.317977,0.0634661,-0.157707,-0.760415,-0.845121,-1.10076,-2.77668
LOC105376569,-0.0877619,0.440818,-0.323786,0.187577,0.87778,2.12946,0.688556,0.749513,0.374734,0.577121,-1.34012,-0.950441,-0.574605,-1.2403,-1.50854
LOC105377156,-0.127345,0.608422,0.923319,1.01532,1.66056,1.28846,0.316529,0.199011,-0.196533,-0.458291,-0.783504,-0.686425,-0.973398,-0.68229,-2.10383
LOC105377448,-0.797254,0.28577,-0.273478,0.739989,0.48592,1.80904,1.02541,0.111603,0.475253,0.157191,-0.578955,-0.402633,-1.12909,0.502202,-2.41097
LOC105377499,-0.143838,0.823402,0.0697313,-0.155568,1.16435,1.15498,0.706266,0.371162,0.333469,0.602483,-0.093568,-0.758846,-0.560881,-0.660766,-2.85237
LOC105377957,0.718843,0.317168,1.38624,0.509865,0.537034,0.57168,0.232517,0.637694,0.616302,0.237931,-0.500491,-0.975783,-0.612406,-1.01602,-2.66058
LOC105378173,0.531851,0.484286,0.559632,1.22596,1.03397,0.278791,-0.334681,0.65298,0.245004,-0.0961102,0.668219,-0.47595,-0.826736,-1.35506,-2.59215
LOC105378922,-0.271591,0.187657,-0.194409,0.183341,0.735727,2.00216,0.40766,0.252034,0.262908,0.617096,0.80654,-0.459513,-0.754811,-1.75683,-2.01797
LOC105379175,-1.49465,0.498257,0.424226,1.04128,0.773443,1.07538,0.623927,0.605756,0.480022,0.473349,-0.19455,-0.413185,-0.775626,-0.659305,-2.45832
LOC105379876,0.684645,0.749366,0.339422,0.768104,0.814948,0.779891,1.43679,0.187258,0.0837605,-0.93712,-0.198547,-0.888635,-1.79791,-0.0358546,-1.98611
LOC151475,-0.966405,-0.46602,0.607057,1.47466,1.62299,0.389253,0.680698,-0.239545,0.0757588,1.03732,-0.644394,-0.407596,-1.78328,0.0854045,-1.4659
LOC283140,-0.0256192,1.01782,0.772797,0.488566,1.47808,1.34606,0.285131,-0.488056,0.253252,0.132427,-0.145464,-0.466358,-1.11196,-1.78473,-1.75195
LOC283710,0.342309,0.0295193,-0.17448,-0.436172,0.0881084,0.73904,0.271532,1.87897,1.27266,1.11555,-0.510313,-1.48528,-1.75458,-0.958681,-0.418176
LOC339803,0.025418,1.00183,0.677237,0.6262,0.0850071,0.688521,0.190078,0.727741,0.0909639,0.134909,-0.231845,0.44252,-0.417006,-0.907061,-3.13451
LOC340512,-0.193602,0.963401,0.81148,1.02631,0.220137,-0.248943,-0.653067,0.324864,0.346968,-0.57601,0.460764,1.09657,0.49198,-1.65779,-2.41305
LOC399715,-0.129205,0.491898,0.184223,1.1836,1.84947,1.26078,0.574742,-0.0671311,-0.301713,-0.155164,-0.325586,-0.752355,-1.27008,-0.457304,-2.08618
LOC399716,-0.381598,0.607106,-0.00815965,0.732707,1.73218,1.22948,0.443752,0.155527,-0.272238,-0.101343,-0.148216,-0.759605,-0.455027,-0.0689222,-2.70565
LOC400682,0.337311,0.763195,0.401554,0.914407,1.18231,1.35899,-0.100925,0.560894,-0.14963,-0.230108,-0.347695,0.0869364,-2.0205,-0.807898,-1.94884
LOC645513,-0.720027,0.698181,0.00225153,0.527355,1.47218,1.32444,0.554528,0.310303,-0.194054,0.178215,0.260882,-0.272724,-0.449319,-1.08427,-2.60795
LOC728093,-0.624713,0.799266,0.218872,0.788262,1.2513,1.30442,1.08208,0.332816,-0.0718772,-0.215096,-0.689751,-0.910599,-0.51516,-0.290892,-2.45893
LPP-AS2,-1.51023,0.732128,0.314654,0.565881,0.854941,1.25051,0.660456,1.06774,-0.0500423,0.451562,0.0119783,-0.878974,-0.410524,-0.800898,-2.25918
LRG1,-0.89982,0.436765,0.541816,1.13965,1.29357,1.08663,0.675512,0.275191,-0.133143,-0.0643544,-0.356391,-0.738363,-0.469395,-0.124761,-2.66291
LRPAP1,-0.636718,0.176675,0.706685,0.982716,0.961433,1.20186,0.47216,0.375413,0.8755,0.480665,-0.323574,-1.07183,-1.2308,-0.714177,-2.25601
LRRC37B,-0.343964,1.65562,0.427502,0.217331,0.741882,1.19888,0.702063,0.228646,0.596183,-0.221015,-0.538244,-0.709877,-0.841066,-0.655831,-2.45811
LRRC4,-1.62437,0.755282,0.160444,0.838671,0.802737,1.08852,0.829856,0.873443,-0.0661234,0.288578,-0.0178921,-0.631101,-0.390694,-0.474948,-2.4324
LRRC8D,0.369493,0.699336,0.214326,0.459045,0.23527,0.49403,-0.775575,-0.30165,-0.0283095,0.732603,0.506817,0.291161,0.289867,0.151219,-3.33763
LRRN1,-0.0399842,0.972706,0.469673,0.752768,1.78639,1.25391,0.69665,0.0798705,-0.0820822,-0.186938,-0.625177,-1.45719,-1.00221,-1.20544,-1.41294
LTB4R,-1.00379,1.34986,0.125756,0.851352,1.61448,1.01937,0.564319,-0.224827,-0.377963,0.00587066,-0.20345,-0.571558,-0.609554,-0.195908,-2.34395
LTBR,-0.398041,0.31347,0.686497,0.636829,1.4319,1.08457,0.420876,0.384246,-0.234398,-0.304963,-0.368789,-0.56799,-0.0570282,-0.0777331,-2.94944
LY6G6C,0.210222,-0.754308,0.668325,1.1839,0.791732,1.96982,0.43052,-0.1962,0.213824,-0.692998,-0.469795,0.214064,-2.06914,-0.198201,-1.30177
LY6G6F,0.325406,0.699706,0.903483,1.15758,0.729091,0.874884,0.414986,0.102847,-0.045513,-0.0439063,-0.421209,-0.73907,-0.626261,-0.421538,-2.91049
LY96,0.937852,0.68904,0.430364,0.99194,1.10818,1.06078,0.553236,0.0769833,0.0823808,-0.267428,-0.453332,-1.13598,-0.78906,-0.86183,-2.42313
LYSMD1,0.694394,0.820061,0.384306,0.243513,-0.137178,-0.24441,-0.525513,0.453819,1.06251,0.549825,0.742462,0.743221,-0.813975,-1.28376,-2.68928
MAB21L3,-0.120246,0.469371,-0.459765,0.469138,-0.0952197,1.63366,0.944931,0.844958,0.474335,0.960163,-0.0880104,-0.63789,-0.809691,-2.24181,-1.34392
MAGEB5,-1.24856,0.153139,0.796063,0.749524,0.7036,-0.140003,0.837972,1.00423,1.28383,-0.0549618,0.559335,-0.104821,-1.19982,-1.61524,-1.72429
MAML2,-0.104543,0.838204,0.349586,0.295852,0.212219,0.411272,0.594124,0.377625,-0.10298,0.433727,0.729853,-0.555362,0.076172,-0.19679,-3.35896
MANSC1,-1.4633,0.302053,0.309538,0.757928,1.15456,0.915946,0.8164,0.380444,0.275958,0.509217,0.0560427,-0.494647,-0.370296,-0.471989,-2.67785
MAP1LC3B2,-1.97824,1.09753,1.08234,0.930286,1.15145,1.09459,0.0795749,0.490985,-0.125722,-0.616592,-0.634119,-0.444397,-0.230633,-1.73132,-0.165734
MAP3K13,-0.860694,0.633999,1.2809,0.131084,1.85463,0.769926,0.240095,0.517719,0.424159,0.473704,-0.915011,-0.78954,-0.854582,-1.34722,-1.55917
MAPK14,-0.328101,0.557433,0.508204,0.795905,1.3484,1.14124,1.03125,0.271191,0.0128218,-0.120802,-0.587834,-0.740417,-0.790363,-0.5254,-2.57352
Mar-01,-0.942234,0.422699,0.468366,0.266428,1.21638,1.41287,1.36957,0.447247,0.50131,0.169545,-0.753141,-1.42043,-0.838486,-1.80512,-0.515001
MARCKS,-0.341059,0.510258,0.311641,0.826583,0.843202,0.935276,0.92276,0.4894,0.0393643,0.203403,-0.533792,-0.539749,-0.487818,-0.131213,-3.04825
MB21D1,0.659569,0.978748,0.918986,0.830197,0.853733,0.699229,0.588208,-0.107755,0.218462,-0.0515329,-0.929757,-0.912979,-0.406856,-0.666125,-2.67213
MCM10,0.848598,0.552999,0.755631,0.169864,0.434032,0.321459,0.337455,1.08984,0.604195,0.403266,-0.053568,-0.448106,-0.835162,-1.5363,-2.64421
MCMBP,-0.552173,0.041665,0.866895,0.775664,0.887387,0.675778,0.929834,0.559218,0.38434,0.0895524,-0.0601665,-0.222581,-0.562081,-0.876332,-2.937
MCTP1,-0.0520421,0.277957,-0.0626415,0.531163,1.15734,1.34062,0.961957,0.441102,0.130089,0.0882525,0.153218,-0.911539,-0.394778,-0.924243,-2.73645
MCTP2,-1.17819,0.487746,-0.0724122,0.873621,1.89693,1.35351,0.826739,0.145483,0.00820124,-0.0415639,-0.20534,-0.804583,-0.666632,-0.643402,-1.98011
MDM2,1.1167,0.64854,0.374457,-0.319917,0.220015,0.412294,0.697398,0.614588,0.458451,0.82029,-0.353737,-0.107478,-0.491188,-1.21437,-2.87605
MFSD11,-0.266636,0.956957,-0.0806833,0.627825,0.550478,0.996381,0.6703,1.02806,0.391707,-0.443164,-0.250892,-0.967939,-0.69922,0.294835,-2.80801
MFSD14B,0.0568135,0.194403,0.633916,1.01846,0.971849,0.542995,1.03544,0.358197,0.209719,-0.198096,-0.368585,-0.362943,-0.841525,-0.258245,-2.9924
MGAM2,0.733128,0.169831,0.142855,0.464556,0.675181,1.61605,1.17096,0.481759,0.0555982,0.241272,-0.322427,-1.20655,-1.11963,-0.903576,-2.19902
MIIP,-0.599544,1.09643,1.07063,1.60728,0.933624,1.26759,-0.361477,-0.0747944,-0.235063,-0.939744,-0.773558,-0.393373,-0.703624,0.0807133,-1.97509
MIR147A,0.590453,-0.196011,-0.404986,0.593237,0.660053,0.271706,-0.0457564,0.38684,0.824711,0.280098,0.352966,0.661574,-0.599938,-0.0968997,-3.27805
MIR152,0.701726,0.411092,1.13213,0.733128,0.252775,0.353805,-0.323702,-0.379894,0.143004,0.255615,0.469336,0.363992,-0.22947,-0.707047,-3.17649
MIR223,-1.33638,1.2448,-0.269691,0.558706,1.86488,1.51814,1.03492,-0.00660879,-0.730603,-0.700808,-0.211643,-0.921814,-0.420391,-0.889114,-0.734397
MIR3925,1.02188,-0.0553299,0.427794,0.892102,0.562576,0.133681,-0.441043,-0.166746,-0.0428241,-0.474451,-0.794297,1.00278,0.816016,0.0975156,-2.97966
MIR422A,0.859582,-0.492722,0.401235,1.12952,1.03027,0.829051,-0.121026,0.356964,0.786668,0.109693,-1.00938,0.0430684,-1.14855,-0.188986,-2.58538
MIR4421,-1.10576,0.93297,0.868564,1.3433,0.295478,0.115284,0.451353,0.0354456,0.240518,0.271198,-0.381494,-1.12883,-0.332162,0.942279,-2.54814
MIR4477B,0.0880047,-0.069928,-0.00278687,0.304946,0.579867,1.28796,0.0830767,1.72794,-0.205287,0.356289,-0.286953,-0.768646,0.375364,-0.759341,-2.71051
MIR4676,-0.783026,0.652637,0.906864,0.854686,1.19301,0.674189,0.594126,-1.63E-05,0.461173,0.323191,-0.760261,-0.912419,-1.14039,0.385792,-2.44955
MIR4725,0.135905,-0.773365,0.233014,0.268395,0.644692,0.697901,0.351924,0.803792,0.196946,0.102465,0.0888992,0.592749,-0.360265,0.324631,-3.30768
MIR486-1,-0.322003,-0.156595,1.04731,0.94392,0.505299,1.57582,0.160866,-0.151224,0.623839,0.268072,-0.00663141,-0.465035,-1.51502,-0.0341661,-2.47444
MIR543,1.2073,0.816355,0.286922,0.5635,0.305536,-0.264412,-0.402402,0.264349,-0.0509978,-0.142636,-0.217436,0.584039,-0.687799,0.823022,-3.08534
MIR99A,1.23288,0.130816,0.604131,0.628906,0.73825,0.257596,-0.848833,-0.776599,-0.254308,-0.22238,0.142559,-0.404276,0.731499,0.892467,-2.85271
MITD1,-0.219567,1.02362,0.000637939,0.644499,0.583335,1.49761,0.0133569,0.0906044,-0.00199517,-0.317232,-0.0725742,-0.786791,0.722131,-0.2468,-2.93083
MMADHC,0.55003,0.90002,0.174144,0.969671,1.39256,0.861149,0.343351,0.34581,-0.0300791,0.0739394,-0.52435,-1.12765,-0.370835,-1.07914,-2.47863
MMP9,-1.38768,0.347152,0.561168,0.79442,0.88277,0.483334,0.970348,0.566073,0.330562,0.139999,-0.00220868,-0.357683,-0.274793,-0.159477,-2.89399
MMRN2,0.122523,0.112655,0.586277,1.73029,1.07989,0.825722,-0.165359,-0.664735,-0.0076219,-1.64,-1.90615,0.173599,0.817485,0.0715806,-1.13616
MOB4,0.770538,1.51968,0.577509,0.592558,0.716132,0.238028,0.0737692,0.440197,-0.338391,-0.340216,-0.586479,-1.08062,0.465555,-0.291483,-2.75678
MOSPD2,-1.13133,0.724638,0.0341392,0.698814,1.15981,0.755751,1.38859,0.679172,0.0501485,-0.0831042,0.0366792,-0.98956,-0.415262,-0.452336,-2.45615
MRPL40,0.904887,0.0468413,1.01537,0.347464,0.980425,0.0675349,0.186986,0.523215,0.313368,0.903263,0.0845464,-1.04171,-0.414401,-1.28804,-2.62976
MSRB1,-0.549343,0.157179,0.361924,1.27092,1.33482,1.11207,0.338687,0.202155,-0.306599,-0.172543,-0.522187,-1.1714,0.344374,0.211701,-2.61175
MST1R,-0.825394,-0.520338,-0.00305101,0.6684,1.95313,1.10775,0.330686,0.565791,0.155393,-0.522139,-0.357536,0.386551,-0.405073,-0.00598334,-2.52819
MTX1,0.164257,0.170986,-0.0945431,0.506045,1.06284,1.14348,0.960057,0.649573,0.328868,0.302341,0.498996,-0.574836,-1.44458,-1.45934,-2.21414
MXD3,-0.109974,0.379369,0.204055,0.706456,1.25159,1.14323,0.18832,-0.182855,-0.221505,0.382746,-0.219836,-0.656996,0.675636,-0.553103,-2.98713
MXRA5,-0.00490978,0.158387,0.880009,0.96527,0.99274,0.970891,-0.168005,0.608584,0.820606,0.0832602,-0.494125,-0.310441,-1.40632,-0.51093,-2.58502
MYBL2,-0.00747665,0.305545,1.04966,0.51358,0.459851,0.543389,0.713689,1.46962,0.878363,0.186498,-0.913522,-0.887831,-1.02138,-2.13534,-1.15465
MYD88,-0.224426,1.0831,0.641517,1.02027,1.09656,0.453506,0.692194,0.292421,-0.0964471,-0.474983,0.0154867,-0.930008,-0.704303,-0.0812776,-2.78362
MYO10,-0.228949,0.766094,0.78122,1.10047,1.34113,1.00073,0.0850741,0.509857,0.147034,-0.230189,-0.321069,-0.170009,-1.03136,-1.58316,-2.16688
MYO16-AS1,0.203723,0.675093,-0.376994,0.536739,0.281467,0.172545,0.304759,1.84716,0.817044,-0.111659,-0.180464,-1.40715,0.727238,-1.47199,-2.01751
MYO1D,-0.304074,0.272698,0.283578,0.00246223,-0.325923,0.0702723,0.296782,1.81508,1.47379,1.23376,-0.261128,-0.754149,-1.59188,-1.79444,-0.416835
NAA38,0.609968,0.225351,1.04603,0.860383,0.890811,0.46453,0.401493,0.419065,0.0637003,0.51119,-0.800283,-1.92429,0.0201309,-0.419173,-2.36891
NADK,-0.195387,0.708122,0.224326,1.04471,1.13538,1.14298,0.717576,0.322297,-0.0685944,-0.606941,-0.735986,-0.709581,-0.499191,0.237042,-2.71675
NAIP,-0.575134,0.662403,-0.224712,0.795901,1.08125,1.35535,1.40355,0.306233,0.0498072,0.192823,-0.85192,-0.218601,-0.782928,-0.907941,-2.28608
NAMPT,-0.356889,0.683011,-0.442842,0.550533,1.43063,1.20946,0.425971,0.195848,-0.258968,0.208825,-0.243426,-0.775454,0.281517,-0.0226406,-2.88558
NAPG,-0.0802127,0.930822,1.04179,0.794993,0.87229,0.743527,0.0330336,0.351133,0.039593,-0.0189481,-0.0141833,-0.795183,0.0269272,-1.05962,-2.86596
NAT1,-0.0878869,0.80908,-0.126823,1.15952,1.25168,0.519418,0.426365,0.608808,0.144098,0.123066,0.174554,-0.467916,-0.91979,-0.825847,-2.78833
NCAPH,1.10859,0.435347,0.550239,-0.633229,0.396309,-0.328709,0.191061,1.53731,0.842087,-0.0775055,-0.707452,-0.136149,0.484993,-1.11205,-2.55084
NCSTN,0.0710567,0.513219,0.932525,0.93761,0.979591,0.676378,1.03146,0.467866,0.133616,-0.14549,-0.459342,-0.941585,-1.07937,-0.528778,-2.58876
NDUFB3,1.12688,0.663266,0.240101,0.692758,1.22504,1.11248,0.607539,-0.048226,-0.160134,0.0744075,-0.482064,-1.19122,-0.659387,-0.763762,-2.43767
NFE4,-0.720258,0.765904,-0.0731737,0.563115,1.14721,1.22688,0.835867,0.788699,0.363364,0.419373,-0.0432114,-0.950159,-1.36745,-0.778726,-2.17743
NFIL3,0.453817,0.920015,0.477915,1.11503,1.39021,1.10973,0.499816,0.110229,-0.224625,-0.119682,-0.686045,-1.08459,-0.696944,-1.12125,-2.14362
NFKBIA,-0.0634931,0.98261,0.829049,0.539207,0.730685,1.14039,0.858515,0.476268,-0.103488,0.165775,-0.477169,-1.00442,-0.580997,-0.868543,-2.62439
NINJ1,-0.263362,1.1753,1.1343,1.2042,0.607184,0.774131,0.375497,0.264293,-0.916303,-0.687991,-1.03254,-1.48063,0.322204,0.459554,-1.93583
NIT1,0.826465,1.07669,0.371565,0.722011,1.01485,1.11009,0.116613,-0.334005,-0.128167,0.113498,-0.186981,-0.957714,-0.802329,-0.215052,-2.72754
NME8,-1.40658,0.727354,-0.151873,0.754382,1.79765,1.25206,1.0029,0.613749,-0.19622,-0.177875,-0.283009,-0.742866,-0.487363,-1.09836,-1.60395
NOL12,0.346463,0.675396,0.872478,1.32066,0.617267,0.806006,0.189632,-0.431456,-0.293545,-0.723456,-0.661306,-0.264013,0.142199,0.307824,-2.90415
NOP10,0.105052,0.0118924,-0.163978,1.10083,1.16902,1.06585,0.607524,0.599399,0.0048078,0.243536,-0.802918,-1.81626,0.247315,-0.0367428,-2.33533
NOTO,0.787995,0.449124,0.254997,0.326577,0.384,0.5784,-0.492344,0.115556,-0.017842,0.0671324,0.493027,0.242286,0.0807883,0.183025,-3.45272
NRBF2,-0.439045,0.40995,0.484325,1.19244,1.29794,1.31754,0.716916,0.16609,-0.135846,-0.0396419,-0.250189,-1.14517,-0.590591,-0.537509,-2.44721
NUP210L,-0.42143,0.718182,0.660054,0.650657,1.22777,0.202616,0.754854,-0.112677,1.30253,0.620185,-0.00635213,-1.86455,-1.47429,-1.26482,-0.992723
NXPE3,0.370096,-0.143513,0.714118,-0.120703,0.988796,0.776114,1.00993,0.969519,1.04286,0.668405,-1.0738,-1.17567,-1.04818,-1.19277,-1.78521
OMG,-0.394436,-0.0251165,-0.375082,-0.164222,0.894133,1.74555,0.659398,0.548146,0.0990216,0.0406528,0.395982,-0.457143,0.039029,-0.0541824,-2.95173
OPN1MW2,-0.423894,0.0577692,0.898989,1.31836,0.736025,-0.260908,-0.233795,0.11829,0.107586,-0.304103,0.0499294,0.374723,0.137373,0.583685,-3.16002
OR52K1,0.169312,1.31157,-0.0486488,1.03809,0.883513,1.35569,0.177212,0.711371,-0.359063,-0.496846,0.304638,-1.5532,-0.39213,-1.25862,-1.8429
OR52K2,-0.0350806,1.61813,-0.178974,0.475046,0.963063,1.62626,-0.122214,0.792111,0.00304318,-1.247,0.254774,-1.3621,-0.235343,-1.02897,-1.52274
OR56A1,0.466638,0.346995,-0.215139,-0.111386,0.469308,1.19391,0.300306,1.05221,0.9017,0.18201,-0.281159,-0.367551,-0.9185,-0.043735,-2.97561
ORC1,0.539714,-0.294726,0.507323,0.443464,0.36315,0.534745,0.26278,1.19565,0.959183,0.360469,-0.180608,0.193979,-0.886885,-1.17704,-2.8212
OSBPL9,0.642605,0.463538,0.877851,0.2691,1.42103,1.13987,0.626499,0.716825,0.219647,-0.754157,-0.884991,-0.761637,-0.547322,-1.4444,-1.98445
OSCAR,0.669416,0.681775,0.943548,0.780718,1.09006,0.459333,0.522577,0.107152,0.137103,-0.0965519,-0.429384,-0.738734,-0.508914,-0.727168,-2.89093
P2RX1,-1.23086,0.650387,0.0410558,-0.186242,0.684758,1.1138,1.73483,0.488632,0.449988,0.221391,-0.229129,-0.813115,-0.480748,-0.0217211,-2.42302
PDE7A,-1.01056,0.762378,0.496484,0.776756,1.28819,1.40468,0.700447,0.105841,-0.212106,0.135818,0.398624,-0.534459,-0.756118,-1.85245,-1.70354
PDLIM7,-1.06462,0.424402,-0.0926878,0.523349,1.03602,1.62188,0.854861,0.701468,-0.0651729,0.404304,-0.419915,-0.575203,-0.335073,-0.470175,-2.54344
PDSS1,0.62529,0.329007,0.0946237,0.824951,1.4507,0.888349,-0.238171,0.396166,-0.00441666,0.238779,-0.21963,-0.774365,-0.570378,-0.0974146,-2.94349
